ID_REF,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10a,197.5931726,326.6101706,178.1484186,106.2717314,306.9106652,232.9372612,159.8801029,883.8607571,821.5138667,171.5991339,211.043667,201.2237417,182.5947201,214.4130429,241.4591691,207.3080679,195.9261918,187.0702943,223.7525842,180.941716,168.3927189
hsa-miR-1234,540.1927202,684.6916387,529.2366199,603.0160113,578.9500842,564.8473568,613.1248592,2393.125478,2100.750794,7527.016248,3804.49664,12191.25611,7470.616045,10065.6018,3941.358147,6390.527506,6982.288392,3435.897526,4705.723618,14361.05071,3447.75731
hsa-miR-143,1764.663127,1413.790181,861.1202528,553.3167248,2451.380512,921.0815417,675.4143799,2860.270701,2522.002921,591.3362852,788.5223386,778.1761285,566.8751475,1537.864792,1186.35422,1181.210871,866.8774738,942.2825635,922.9879851,1388.804926,780.0649299
hsa-miR-146b,182.8343485,263.5870714,233.4738161,108.3967992,490.7793784,386.4893016,298.8106674,645.5697185,592.2364695,245.2711366,295.8773467,256.8642421,296.6654042,260.7983178,313.9356563,244.7679723,284.9415057,295.6608071,357.1442697,179.1580221,297.9190392
hsa-miR-150,316.4497464,605.8043916,374.5857137,391.1942284,502.2103652,589.7098435,286.3997198,1248.225438,1159.940492,291.2174456,428.1351318,514.2338461,401.322542,414.3923389,449.843165,420.8094289,336.3715086,332.4323759,432.3082613,416.9815139,354.3398242
hsa-miR-155,57.21944143,77.03529625,65.94638643,48.58647579,108.7571534,107.0319284,75.60319629,217.7848306,203.5134372,108.8007701,149.7320614,164.3496402,141.3398282,118.1197734,133.3948083,148.0957668,105.0417079,117.8563879,157.1435253,119.13844,108.1969744
hsa-miR-181d,77.36987314,91.47188747,72.04314007,67.34843587,104.5600213,83.2468308,80.98144741,232.2521733,216.7007346,157.8675476,217.835548,284.3716208,195.3656319,193.2111007,228.4328846,232.3629954,158.609046,201.1671034,270.5650296,196.7743411,171.4715713
hsa-miR-182,36.66293907,67.19254872,53.85007546,38.42400074,57.24798432,57.20454062,59.7237535,175.7828191,161.0461342,129.9105264,185.7870271,200.2818917,150.2466942,142.7095404,193.5302624,181.293898,110.4048414,156.8119373,194.7606698,138.650161,125.8418065
hsa-miR-193b,350.4941698,321.9833994,314.8030991,274.1446772,370.84095,333.1493748,380.3674746,721.0781411,589.5206006,792.2432304,783.1914085,835.6214919,708.0084208,642.7607217,905.6905403,792.0517436,696.3310719,858.3150504,831.603904,684.5033701,714.6449633
hsa-miR-199b,208.9830665,200.8596971,244.45453,222.5331014,255.1981899,207.019618,195.3824301,472.360193,399.9090976,545.5784563,932.0243752,1303.225468,765.4435464,624.0634452,977.5855414,1141.973066,577.4055623,885.126712,1004.049913,694.9529252,628.9497443
hsa-miR-200a,272.993411,330.4088362,95.41268026,77.96177631,331.7672532,232.4689008,97.70922501,816.5629529,750.7425155,121.1853701,189.5761182,176.1980893,127.3917565,139.2214965,162.4512542,166.1574289,201.8243796,158.0429396,158.5209696,115.6625614,135.4940085
hsa-miR-200b,183.3342795,229.9472739,70.60995597,55.9404153,243.5905868,162.7610188,94.2098043,557.8644809,536.0500238,106.0024062,158.3584428,153.8171391,105.1939818,120.4209149,154.1796034,147.090311,140.0635181,141.8555499,148.5775055,101.2503492,118.5895795
hsa-miR-200c,98.51833194,75.65824085,41.69484466,42.67175162,136.7024744,61.80283704,46.76985156,201.4553765,190.910589,103.1164451,128.3051025,149.0138068,110.9135732,117.1439173,147.6542066,137.5314872,94.57683752,125.3758669,148.2152663,99.91897315,105.4092945
hsa-miR-21,3445.920297,4307.916365,2935.262496,2935.750718,8587.607749,7585.853645,3216.604093,12045.81714,8822.117979,4152.295754,3610.996841,2907.348671,5769.395374,3130.449072,3685.402363,3446.072823,3223.989466,3605.588084,3381.765295,3437.378918,2803.040903
hsa-miR-221,195.842541,197.4765079,143.4463309,115.6377913,333.3358556,246.8512762,146.7101386,440.2098068,399.3326998,228.0395951,272.3179538,405.5744603,298.7422674,301.8003329,277.4177736,304.0178953,207.7207122,253.1074805,328.3829481,248.0358736,237.2404668
hsa-miR-222,180.6301497,192.4947675,126.9491766,102.4787045,281.2162612,205.4076406,127.1200747,431.7961015,393.303339,208.7059636,290.4248971,352.1808667,279.1771927,252.010677,285.1966836,295.675606,206.8518972,253.0656104,313.8496831,258.8764729,218.6359684
hsa-miR-31,165.054175,171.3169517,176.3063512,158.0310345,172.6222868,185.1763055,177.5457824,330.4612519,293.7142885,396.5045747,503.0543414,684.114699,460.6792809,431.3762359,536.9134074,531.7399868,360.8997546,466.0498844,597.1247326,443.1433167,397.313504
hsa-miR-378,206.9442501,171.3565555,172.6234507,136.7361155,190.440222,201.6480935,253.0061505,414.2392926,373.8647082,425.1528539,404.177721,538.662929,395.0455411,521.9756977,496.9678358,576.7848346,464.2514339,473.6514641,522.3885344,341.9710742,650.9677608
hsa-miR-483,774.061238,850.4095149,898.7677407,1181.325915,766.1979044,859.2744455,931.0212937,3707.924177,3330.228995,8088.104259,15067.80147,19900.11531,9822.13724,8295.627542,16236.09258,15399.65383,6402.216536,11574.1179,14107.66167,10001.71802,8464.89681
hsa-miR-940,476.6936363,534.8424826,641.2201244,777.3044181,604.1183922,566.2581469,582.1573681,1337.371824,1100.558466,2813.580726,4645.631566,15456.15187,4319.438608,3267.548718,5380.049529,4176.760078,2234.288185,4123.937724,5142.064236,3236.223806,3155.370606
