ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042493	response to drug	7/41	397/18866	2.10140013678848e-05	0.0172695650098992	0.012044184390703	7057/2027/4609/3485/2353/1543/2354	7
GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	3/41	26/18866	2.39231171227408e-05	0.0172695650098992	0.012044184390703	3484/3485/3479	3
GO:0019216	regulation of lipid metabolic process	7/41	431/18866	3.55340843825087e-05	0.0172695650098992	0.012044184390703	8660/8835/4199/3992/51280/1543/150094	7
GO:0048009	insulin-like growth factor receptor signaling pathway	3/41	38/18866	7.62279543802519e-05	0.0277850893716018	0.0193779484029798	3484/3485/3479	3
GO:0032570	response to progesterone	3/41	46/18866	0.000135521483455254	0.0395180645755522	0.0275607901090054	7057/2353/2354	3
GO:1901653	cellular response to peptide	6/41	398/18866	0.000204347230280202	0.0459276356236686	0.0320309696140812	8660/8835/3484/3479/4929/3164	6
GO:0051384	response to glucocorticoid	4/41	147/18866	0.000286366964294469	0.0459276356236686	0.0320309696140812	3557/3485/2353/2354	4
GO:0036109	alpha-linolenic acid metabolic process	2/41	13/18866	0.000354011401510115	0.0459276356236686	0.0320309696140812	9415/3992	2
GO:0031960	response to corticosteroid	4/41	164/18866	0.000433851573608239	0.0459276356236686	0.0320309696140812	3557/3485/2353/2354	4
GO:1903960	negative regulation of anion transmembrane transport	2/41	15/18866	0.000475243068912008	0.0459276356236686	0.0320309696140812	8660/7057	2
GO:0045725	positive regulation of glycogen biosynthetic process	2/41	16/18866	0.000542387637036065	0.0459276356236686	0.0320309696140812	8660/3479	2
GO:0060326	cell chemotaxis	5/41	311/18866	0.000543051116239705	0.0459276356236686	0.0320309696140812	7057/6347/6364/3164/57007	5
GO:0006305	DNA alkylation	3/41	74/18866	0.000554814488622245	0.0459276356236686	0.0320309696140812	29947/4609/2353	3
GO:0006306	DNA methylation	3/41	74/18866	0.000554814488622245	0.0459276356236686	0.0320309696140812	29947/4609/2353	3
GO:0007568	aging	5/41	319/18866	0.000609285961162473	0.0459276356236686	0.0320309696140812	2027/3484/3485/2353/1543	5
GO:0044539	long-chain fatty acid import into cell	2/41	17/18866	0.000613860328585867	0.0459276356236686	0.0320309696140812	8660/7057	2
GO:0070875	positive regulation of glycogen metabolic process	2/41	17/18866	0.000613860328585867	0.0459276356236686	0.0320309696140812	8660/3479	2
GO:0140354	lipid import into cell	2/41	17/18866	0.000613860328585867	0.0459276356236686	0.0320309696140812	8660/7057	2
GO:0070371	ERK1 and ERK2 cascade	5/41	325/18866	0.000662819137595989	0.0459276356236686	0.0320309696140812	4609/6347/6364/3479/57007	5
GO:0042246	tissue regeneration	3/41	79/18866	0.000671744730065966	0.0459276356236686	0.0320309696140812	2027/3484/3479	3
GO:0071375	cellular response to peptide hormone stimulus	5/41	330/18866	0.000710067651017767	0.0459276356236686	0.0320309696140812	8660/8835/3484/4929/3164	5
GO:0051412	response to corticosterone	2/41	20/18866	0.000854065368090523	0.0459276356236686	0.0320309696140812	2353/2354	2
GO:0006112	energy reserve metabolic process	3/41	86/18866	0.000860228484068069	0.0459276356236686	0.0320309696140812	8660/4609/3479	3
GO:0048545	response to steroid hormone	5/41	346/18866	0.000878369594566651	0.0459276356236686	0.0320309696140812	3557/7057/3485/2353/2354	5
GO:0070098	chemokine-mediated signaling pathway	3/41	88/18866	0.000919625166090389	0.0459276356236686	0.0320309696140812	6347/6364/57007	3
GO:0036499	PERK-mediated unfolded protein response	2/41	21/18866	0.000942669053829958	0.0459276356236686	0.0320309696140812	6347/3484	2
GO:0043651	linoleic acid metabolic process	2/41	21/18866	0.000942669053829958	0.0459276356236686	0.0320309696140812	9415/3992	2
GO:0140467	integrated stress response signaling	2/41	21/18866	0.000942669053829958	0.0459276356236686	0.0320309696140812	6347/3484	2
GO:0009612	response to mechanical stimulus	4/41	209/18866	0.00107512583684215	0.0459276356236686	0.0320309696140812	7057/3485/2353/2354	4
GO:0010038	response to metal ion	5/41	366/18866	0.00112872171895429	0.0459276356236686	0.0320309696140812	7057/3485/2353/1543/2354	5
GO:1902001	fatty acid transmembrane transport	2/41	23/18866	0.0011325714434371	0.0459276356236686	0.0320309696140812	8660/7057	2
GO:0016051	carbohydrate biosynthetic process	4/41	213/18866	0.00115322762767681	0.0459276356236686	0.0320309696140812	8660/2027/3479/150094	4
GO:0006006	glucose metabolic process	4/41	214/18866	0.00117335922834338	0.0459276356236686	0.0320309696140812	8660/2027/3479/150094	4
GO:0071674	mononuclear cell migration	3/41	97/18866	0.00121898683002638	0.0459276356236686	0.0320309696140812	7057/6347/6364	3
GO:1990868	response to chemokine	3/41	97/18866	0.00121898683002638	0.0459276356236686	0.0320309696140812	6347/6364/57007	3
GO:1990869	cellular response to chemokine	3/41	97/18866	0.00121898683002638	0.0459276356236686	0.0320309696140812	6347/6364/57007	3
GO:0032891	negative regulation of organic acid transport	2/41	24/18866	0.00123383434210572	0.0459276356236686	0.0320309696140812	8660/7057	2
GO:0044728	DNA methylation or demethylation	3/41	98/18866	0.00125559210747498	0.0459276356236686	0.0320309696140812	29947/4609/2353	3
GO:0050670	regulation of lymphocyte proliferation	4/41	219/18866	0.00127773581889093	0.0459276356236686	0.0320309696140812	6385/8660/3485/3479	4
GO:0043255	regulation of carbohydrate biosynthetic process	3/41	99/18866	0.00129288433525187	0.0459276356236686	0.0320309696140812	8660/3479/150094	3
GO:0032944	regulation of mononuclear cell proliferation	4/41	221/18866	0.00132125227020997	0.0459276356236686	0.0320309696140812	6385/8660/3485/3479	4
GO:0002053	positive regulation of mesenchymal cell proliferation	2/41	25/18866	0.00133928126412541	0.0459276356236686	0.0320309696140812	8660/4609	2
GO:0044706	multi-multicellular organism process	4/41	226/18866	0.00143457211679921	0.0459276356236686	0.0320309696140812	3485/2353/1543/2354	4
GO:0035902	response to immobilization stress	2/41	26/18866	0.0014488944430423	0.0459276356236686	0.0320309696140812	2353/1543	2
GO:0042104	positive regulation of activated T cell proliferation	2/41	26/18866	0.0014488944430423	0.0459276356236686	0.0320309696140812	3485/3479	2
GO:0048661	positive regulation of smooth muscle cell proliferation	3/41	103/18866	0.00144902005397034	0.0459276356236686	0.0320309696140812	7057/9510/3479	3
GO:2000353	positive regulation of endothelial cell apoptotic process	2/41	27/18866	0.00156265616660329	0.0477393226498809	0.0332944810337051	7057/6347	2
GO:0050678	regulation of epithelial cell proliferation	5/41	395/18866	0.00158135362635483	0.0477393226498809	0.0332944810337051	7057/4609/6347/3479/3164	5
GO:2001234	negative regulation of apoptotic signaling pathway	4/41	233/18866	0.00160440796285608	0.0477393226498809	0.0332944810337051	7057/3479/4929/57007	4
GO:2000191	regulation of fatty acid transport	2/41	28/18866	0.00168054877661354	0.0490048023260508	0.0341770551201827	8660/7057	2
GO:0002696	positive regulation of leukocyte activation	5/41	406/18866	0.00178395099043391	0.0492420854321587	0.0343425417135696	8660/7057/6347/3485/3479	5
GO:0070663	regulation of leukocyte proliferation	4/41	240/18866	0.00178780048612463	0.0492420854321587	0.0343425417135696	6385/8660/3485/3479	4
GO:0001676	long-chain fatty acid metabolic process	3/41	113/18866	0.00188977629283078	0.0492420854321587	0.0343425417135696	9415/3992/1543	3
GO:0005979	regulation of glycogen biosynthetic process	2/41	30/18866	0.00192865629264092	0.0492420854321587	0.0343425417135696	8660/3479	2
GO:0010962	regulation of glucan biosynthetic process	2/41	30/18866	0.00192865629264092	0.0492420854321587	0.0343425417135696	8660/3479	2
GO:0038111	interleukin-7-mediated signaling pathway	2/41	30/18866	0.00192865629264092	0.0492420854321587	0.0343425417135696	8660/8835	2
GO:0044030	regulation of DNA methylation	2/41	30/18866	0.00192865629264092	0.0492420854321587	0.0343425417135696	29947/4609	2
GO:1903792	negative regulation of anion transport	2/41	31/18866	0.0020588361512817	0.0492420854321587	0.0343425417135696	8660/7057	2
GO:0050867	positive regulation of cell activation	5/41	421/18866	0.00209024501669126	0.0492420854321587	0.0343425417135696	8660/7057/6347/3485/3479	5
GO:0033559	unsaturated fatty acid metabolic process	3/41	118/18866	0.00213823804572044	0.0492420854321587	0.0343425417135696	9415/3992/1543	3
GO:0031668	cellular response to extracellular stimulus	4/41	253/18866	0.00216624277541745	0.0492420854321587	0.0343425417135696	3992/2353/4929/150094	4
GO:0035767	endothelial cell chemotaxis	2/41	32/18866	0.00219307680133633	0.0492420854321587	0.0343425417135696	7057/3164	2
GO:0051385	response to mineralocorticoid	2/41	32/18866	0.00219307680133633	0.0492420854321587	0.0343425417135696	2353/2354	2
GO:1903959	regulation of anion transmembrane transport	2/41	32/18866	0.00219307680133633	0.0492420854321587	0.0343425417135696	8660/7057	2
GO:0019318	hexose metabolic process	4/41	254/18866	0.00219747078988405	0.0492420854321587	0.0343425417135696	8660/2027/3479/150094	4
GO:0006304	DNA modification	3/41	120/18866	0.00224303681965969	0.0492420854321587	0.0343425417135696	29947/4609/2353	3
GO:0010906	regulation of glucose metabolic process	3/41	121/18866	0.0022966130379882	0.0492420854321587	0.0343425417135696	8660/3479/150094	3
GO:0120254	olefinic compound metabolic process	3/41	121/18866	0.0022966130379882	0.0492420854321587	0.0343425417135696	9415/3992/1543	3
GO:0010464	regulation of mesenchymal cell proliferation	2/41	33/18866	0.00233136085277531	0.0492626684542956	0.0343568967777414	8660/4609	2
GO:0046486	glycerolipid metabolic process	5/41	434/18866	0.00238549133778546	0.0496863767213028	0.0346524004857256	8835/5168/84803/117283/150094	5
