Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04115:p53 signaling pathway	5	6.329113924050633	5.145474949609151E-4	10912, 7057, 9540, 1026, 64393	43	73	8142	12.96909843899331	0.07667628694063944	0.06888067002518762	0.06443675583001422
KEGG_PATHWAY	hsa05210:Colorectal cancer	5	6.329113924050633	9.564351394340807E-4	10912, 4609, 1026, 2353, 3725	43	86	8142	11.008653326122229	0.13784342767306634	0.06888067002518762	0.06443675583001422
KEGG_PATHWAY	hsa04657:IL-17 signaling pathway	5	6.329113924050633	0.0013331742585520185	6364, 2354, 2353, 6347, 3725	43	94	8142	10.071746660069273	0.1868013664186141	0.06888067002518762	0.06443675583001422
KEGG_PATHWAY	hsa04668:TNF signaling pathway	5	6.329113924050633	0.0025394128392264366	3726, 6364, 2353, 6347, 3725	43	112	8142	8.453073089700997	0.3257198527131093	0.09400695654222069	0.0879419916040129
KEGG_PATHWAY	hsa05167:Kaposi sarcoma-associated herpesvirus infection	6	7.59493670886076	0.0030324824691038933	4609, 1026, 2353, 7538, 1827, 3725	43	194	8142	5.856149604411412	0.3754656287625132	0.09400695654222069	0.0879419916040129
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	7	8.860759493670885	0.0036929483071768	10912, 4609, 3303, 2353, 11221, 3164, 3725	43	294	8142	4.5083056478405314	0.4364315791608194	0.09540116460206734	0.08924625075677267
KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	6	7.59493670886076	0.005387775792809273	4609, 1026, 2353, 7538, 1958, 3725	43	222	8142	5.117536140791954	0.5671495713882375	0.11930074969791962	0.11160392713676352
KEGG_PATHWAY	hsa05224:Breast cancer	5	6.329113924050633	0.006704349183319891	10912, 4609, 1026, 2353, 3725	43	147	8142	6.440436639772187	0.6474889342136765	0.12989676542682288	0.12151632894767302
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	4	5.063291139240507	0.012007295859224228	6364, 2353, 6347, 3725	43	93	8142	8.144036009002251	0.8462449748361667	0.20679231757552835	0.19345087773194589
KEGG_PATHWAY	hsa05216:Thyroid cancer	3	3.79746835443038	0.015434599309057254	10912, 4609, 1026	43	37	8142	15.352608422375864	0.9102760617959489	0.23923628929038743	0.22380168998133018
KEGG_PATHWAY	hsa04928:Parathyroid hormone synthesis, secretion and action	4	5.063291139240507	0.017046715633130784	4929, 1026, 2353, 1958	43	106	8142	7.145239139973673	0.9304021040083614	0.2402037202850247	0.2247067060730876
KEGG_PATHWAY	hsa05219:Bladder cancer	3	3.79746835443038	0.018758697727264483	7057, 4609, 1026	43	41	8142	13.854792966534317	0.946880726306982	0.2422998456438329	0.22666759753777918
KEGG_PATHWAY	hsa04935:Growth hormone synthesis, secretion and action	4	5.063291139240507	0.023107448524365526	3726, 8660, 2353, 8835	43	119	8142	6.364666796951338	0.9733158282031242	0.26767076933949996	0.250401687446629
KEGG_PATHWAY	hsa05417:Lipid and atherosclerosis	5	6.329113924050633	0.024176714650019353	3949, 3303, 2353, 6347, 3725	43	215	8142	4.403461330448891	0.9774818629520445	0.26767076933949996	0.250401687446629
KEGG_PATHWAY	hsa04380:Osteoclast differentiation	4	5.063291139240507	0.027907433635555458	3726, 2354, 2353, 3725	43	128	8142	5.917151162790698	0.9875639797254865	0.2883768142340731	0.26977185847703605
KEGG_PATHWAY	hsa05418:Fluid shear stress and atherosclerosis	4	5.063291139240507	0.034443925103835024	6385, 2353, 6347, 3725	43	139	8142	5.448887401706542	0.9956296864843984	0.3263571074624458	0.30530181020680414
KEGG_PATHWAY	hsa05213:Endometrial cancer	3	3.79746835443038	0.03579400533459083	10912, 4609, 1026	43	58	8142	9.793905372894947	0.9964817781280686	0.3263571074624458	0.30530181020680414
KEGG_PATHWAY	hsa04921:Oxytocin signaling pathway	4	5.063291139240507	0.044529705372281285	1026, 2353, 1827, 3725	43	154	8142	4.918151615826034	0.9991416500843875	0.3834502407057555	0.35871151549893254
KEGG_PATHWAY	hsa05031:Amphetamine addiction	3	3.79746835443038	0.049035124963882355	2354, 2353, 3725	43	69	8142	8.232558139534884	0.9995874336606209	0.39099222591243976	0.365766921014863
KEGG_PATHWAY	hsa05161:Hepatitis B	4	5.063291139240507	0.05045060979515352	4609, 1026, 2353, 3725	43	162	8142	4.675279931093885	0.9996724921774311	0.39099222591243976	0.365766921014863
KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	3	3.79746835443038	0.058248120978698734	10912, 4609, 1026	43	76	8142	7.474296205630354	0.9999087659851883	0.41998197089525097	0.3928863598697509
KEGG_PATHWAY	hsa05140:Leishmaniasis	3	3.79746835443038	0.05961034425610014	2353, 1917, 3725	43	77	8142	7.377227423739051	0.9999271019847282	0.41998197089525097	0.3928863598697509
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	5	6.329113924050633	0.06438966881455525	9235, 6364, 3557, 51330, 6347	43	295	8142	3.2093023255813953	0.99996690774575	0.4339303767937419	0.4059348686135005
KEGG_PATHWAY	hsa04012:ErbB signaling pathway	3	3.79746835443038	0.07089499338552355	4609, 1026, 3725	43	85	8142	6.682900136798906	0.9999887786772774	0.4578634989481729	0.42832391837087147
KEGG_PATHWAY	hsa05222:Small cell lung cancer	3	3.79746835443038	0.0812943964750474	10912, 4609, 1026	43	92	8142	6.174418604651163	0.999998039636434	0.4693976292010911	0.4391139111881175
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	4	5.063291139240507	0.08537523502556153	10912, 4609, 1026, 3725	43	202	8142	3.7494819249366795	0.9999990167629191	0.4693976292010911	0.4391139111881175
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	4	5.063291139240507	0.08832951972263865	7057, 4609, 6385, 1026	43	205	8142	3.694611457742484	0.9999994045115245	0.4693976292010911	0.4391139111881175
KEGG_PATHWAY	hsa01522:Endocrine resistance	3	3.79746835443038	0.09056216478379385	1026, 2353, 3725	43	98	8142	5.796392975794969	0.9999995927905844	0.4693976292010911	0.4391139111881175
KEGG_PATHWAY	hsa04925:Aldosterone synthesis and secretion	3	3.79746835443038	0.09056216478379385	3949, 4929, 3164	43	98	8142	5.796392975794969	0.9999995927905844	0.4693976292010911	0.4391139111881175
KEGG_PATHWAY	hsa04933:AGE-RAGE signaling pathway in diabetic complications	3	3.79746835443038	0.09371896263284007	6347, 1958, 3725	43	100	8142	5.68046511627907	0.9999997624536126	0.4693976292010911	0.4391139111881175
KEGG_PATHWAY	hsa05207:Chemical carcinogenesis - receptor activation	4	5.063291139240507	0.09539106560083413	4609, 9314, 2353, 3725	43	212	8142	3.5726195699868364	0.9999998215833926	0.4693976292010911	0.4391139111881175
KEGG_PATHWAY	hsa05142:Chagas disease	3	3.79746835443038	0.09690789764151558	2353, 6347, 3725	43	102	8142	5.569083447332421	0.9999998624480116	0.4693976292010911	0.4391139111881175
