Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0035914~skeletal muscle cell differentiation	5	6.329113924050633	2.347030152115532E-5	467, 2353, 3164, 23764, 1958	74	44	19157	29.417997542997544	0.019292058540834822	0.011641395673828443	0.011445034782944591
GOTERM_BP_DIRECT	GO:1902895~positive regulation of pri-miRNA transcription from RNA polymerase II promoter	5	6.329113924050633	2.8051555840550466E-5	4609, 9314, 2353, 1958, 3725	74	46	19157	28.13895417156287	0.023014157578667427	0.011641395673828443	0.011445034782944591
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	15	18.9873417721519	1.3224044042944134E-4	9314, 2353, 2296, 2494, 1052, 3164, 23764, 1316, 3726, 4609, 4929, 467, 2354, 1958, 3725	74	1185	19157	3.2769414984604857	0.10395695290009843	0.029719631397107517	0.029218336409686428
GOTERM_BP_DIRECT	GO:0045444~fat cell differentiation	5	6.329113924050633	1.4710972170168518E-4	55908, 4929, 9314, 1052, 3164	74	70	19157	18.491312741312743	0.11494903761868613	0.029719631397107517	0.029218336409686428
GOTERM_BP_DIRECT	GO:0032870~cellular response to hormone stimulus	4	5.063291139240507	2.0017082273460988E-4	2354, 2353, 8835, 3485	74	30	19157	34.51711711711712	0.15308793870575255	0.029719631397107517	0.029218336409686428
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	8	10.126582278481013	2.550757574578741E-4	22822, 10912, 10537, 51330, 1917, 3164, 64393, 3725	74	329	19157	6.29491497576604	0.1908248509639796	0.029719631397107517	0.029218336409686428
GOTERM_BP_DIRECT	GO:0044344~cellular response to fibroblast growth factor stimulus	4	5.063291139240507	2.668010031228233E-4	4609, 6347, 7538, 3164	74	33	19157	31.37919737919738	0.19866354683267684	0.029719631397107517	0.029218336409686428
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	6	7.59493670886076	2.864542785263375E-4	4609, 4783, 2354, 2353, 1052, 3725	74	152	19157	10.218883357041252	0.2116326447922401	0.029719631397107517	0.029218336409686428
GOTERM_BP_DIRECT	GO:0071277~cellular response to calcium ion	5	6.329113924050633	3.709618674354172E-4	3726, 2354, 2353, 9066, 3725	74	89	19157	14.54372912238081	0.26505195796169434	0.03421092777459959	0.03363387598081116
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	9	11.39240506329114	6.949129761221854E-4	9235, 4609, 3949, 3303, 467, 4783, 9314, 2296, 1958	74	509	19157	4.577417299421229	0.43840721200995303	0.057677777018141384	0.056704898851570325
GOTERM_BP_DIRECT	GO:0042493~response to drug	7	8.860759493670885	8.771478781674133E-4	7057, 4609, 1026, 2354, 2353, 3485, 3725	74	293	19157	6.184807674568767	0.5172962762377827	0.061426831534792864	0.06039071630408551
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	10	12.658227848101266	8.880987691777281E-4	1316, 4609, 4783, 9314, 2353, 2296, 2494, 1958, 3725, 89870	74	661	19157	3.9164656335609433	0.5216676479402731	0.061426831534792864	0.06039071630408551
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	4	5.063291139240507	0.0016305310880618661	7057, 2354, 3485, 3725	74	61	19157	16.975631369073994	0.7419095917916709	0.10410313869933453	0.10234718214296021
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	6	7.59493670886076	0.002068182624420785	7057, 4609, 2354, 2353, 3485, 3725	74	236	19157	6.5816536875858915	0.8206415823707606	0.1226136841620894	0.12054550153766862
GOTERM_BP_DIRECT	GO:0031668~cellular response to extracellular stimulus	3	3.79746835443038	0.002348509796860902	4929, 1026, 2353	74	19	19157	40.87553342816501	0.8579470854643766	0.12995087542630324	0.12775893294923304
GOTERM_BP_DIRECT	GO:0051412~response to corticosterone	3	3.79746835443038	0.002603037022982858	1026, 2354, 2353	74	20	19157	38.83175675675676	0.8850591437163887	0.13503254556723576	0.13275488817212577
GOTERM_BP_DIRECT	GO:0009749~response to glucose	4	5.063291139240507	0.0029449726720881587	57678, 7057, 8660, 1958	74	75	19157	13.806846846846849	0.9135279153979566	0.1373263774290066	0.13501002889405953
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	5	6.329113924050633	0.002978162402074842	2326, 2353, 11221, 3164, 3725	74	156	19157	8.297383922383924	0.9158843751593155	0.1373263774290066	0.13501002889405953
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	15	18.9873417721519	0.004462458373968152	9314, 2353, 2296, 2494, 1052, 3164, 23764, 1316, 3726, 4609, 4929, 467, 2354, 1958, 3725	74	1699	19157	2.2855654359480138	0.9755745396907686	0.1949389710733456	0.1916508438504217
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	6	7.59493670886076	0.006847977356860364	3726, 10912, 7057, 4609, 1026, 3725	74	313	19157	4.962524825144634	0.9966652976424032	0.2841910603097051	0.27939747615990285
GOTERM_BP_DIRECT	GO:0030522~intracellular receptor signaling pathway	3	3.79746835443038	0.007856631614239159	4929, 2494, 3164	74	35	19157	22.18957528957529	0.9985652372475438	0.29803677661475225	0.29300965026221426
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	7	8.860759493670885	0.007899769982559698	9510, 7057, 1026, 3303, 5376, 9314, 3725	74	457	19157	3.965314329646934	0.9986160934366904	0.29803677661475225	0.29300965026221426
GOTERM_BP_DIRECT	GO:0019216~regulation of lipid metabolic process	3	3.79746835443038	0.00875113526509515	8660, 55908, 51280	74	37	19157	20.990138787436084	0.9993213537790188	0.30264342791787396	0.29753859901323515
GOTERM_BP_DIRECT	GO:0032570~response to progesterone	3	3.79746835443038	0.00875113526509515	7057, 2354, 2353	74	37	19157	20.990138787436084	0.9993213537790188	0.30264342791787396	0.29753859901323515
GOTERM_BP_DIRECT	GO:0045595~regulation of cell differentiation	3	3.79746835443038	0.009689030276046302	150094, 9314, 1052	74	39	19157	19.913721413721415	0.9996906717989059	0.31807793153002556	0.3127127616006034
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	10	12.658227848101266	0.009963887011783933	4609, 4929, 467, 4783, 2354, 9314, 7538, 2296, 1958, 3725	74	952	19157	2.719310697251874	0.999754325425315	0.31807793153002556	0.3127127616006034
GOTERM_BP_DIRECT	GO:0007500~mesodermal cell fate determination	2	2.5316455696202533	0.011388937758804485	9314, 89870	74	3	19157	172.58558558558562	0.9999256747142538	0.35010438295584156	0.34419900782164664
GOTERM_BP_DIRECT	GO:0016525~negative regulation of angiogenesis	4	5.063291139240507	0.0123666939381112	9510, 7057, 9314, 2296	74	126	19157	8.218361218361219	0.9999673070861353	0.3665841417368677	0.3604007947678121
GOTERM_BP_DIRECT	GO:0071364~cellular response to epidermal growth factor stimulus	3	3.79746835443038	0.013860775439760952	4609, 7538, 2296	74	47	19157	16.524151811385856	0.9999906946249592	0.3700029278949282	0.363761914653327
GOTERM_BP_DIRECT	GO:0051591~response to cAMP	3	3.79746835443038	0.0144281201588738	2354, 2353, 3725	74	48	19157	16.17989864864865	0.9999942284542593	0.3700029278949282	0.363761914653327
GOTERM_BP_DIRECT	GO:0007346~regulation of mitotic cell cycle	3	3.79746835443038	0.015005383207201666	150094, 4609, 1026	74	49	19157	15.849696635410924	0.9999964510383785	0.3700029278949282	0.363761914653327
GOTERM_BP_DIRECT	GO:1905643~positive regulation of DNA methylation	2	2.5316455696202533	0.015156746443888626	4609, 29947	74	4	19157	129.4391891891892	0.9999968760447557	0.3700029278949282	0.363761914653327
GOTERM_BP_DIRECT	GO:0010748~negative regulation of plasma membrane long-chain fatty acid transport	2	2.5316455696202533	0.015156746443888626	7057, 8660	74	4	19157	129.4391891891892	0.9999968760447557	0.3700029278949282	0.363761914653327
GOTERM_BP_DIRECT	GO:0071409~cellular response to cycloheximide	2	2.5316455696202533	0.015156746443888626	4609, 9314	74	4	19157	129.4391891891892	0.9999968760447557	0.3700029278949282	0.363761914653327
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	4	5.063291139240507	0.01668725179623866	7057, 6364, 6347, 7538	74	141	19157	7.344067471727047	0.9999991408167682	0.3872380708991905	0.3807063444020957
GOTERM_BP_DIRECT	GO:0048146~positive regulation of fibroblast proliferation	3	3.79746835443038	0.016795868135386575	4609, 1026, 3725	74	52	19157	14.93529106029106	0.9999992160888614	0.3872380708991905	0.3807063444020957
GOTERM_BP_DIRECT	GO:0034605~cellular response to heat	3	3.79746835443038	0.017411992615580418	7057, 1026, 3303	74	53	19157	14.653493115757268	0.9999995340802242	0.3905933478630202	0.38400502633280054
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	7	8.860759493670885	0.018628368818378045	9235, 7057, 51330, 1013, 3960, 6347, 2195	74	552	19157	3.2828779866823345	0.9999998333502688	0.39239061685006493	0.3857719799393409
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	6	7.59493670886076	0.018785822601892294	7057, 6364, 3557, 2353, 6347, 80833	74	403	19157	3.8542686607202734	0.999999854129947	0.39239061685006493	0.3857719799393409
GOTERM_BP_DIRECT	GO:0071376~cellular response to corticotropin-releasing hormone stimulus	2	2.5316455696202533	0.018910391173497104	4929, 3164	74	5	19157	103.55135135135136	0.9999998687192598	0.39239061685006493	0.3857719799393409
GOTERM_BP_DIRECT	GO:2000134~negative regulation of G1/S transition of mitotic cell cycle	3	3.79746835443038	0.019970846092524374	1026, 9314, 6347	74	57	19157	13.625177809388335	0.999999946498485	0.40428785992183486	0.3974685466219485
GOTERM_BP_DIRECT	GO:1904798~positive regulation of core promoter binding	2	2.5316455696202533	0.02264992445582953	9314, 2296	74	6	19157	86.29279279279281	0.9999999944839878	0.4476056499604407	0.4400556751418308
GOTERM_BP_DIRECT	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	4	5.063291139240507	0.027158340418351124	4199, 1013, 2195, 64072	74	170	19157	6.0912559618441975	0.9999999998811517	0.5235035510302946	0.5146733706514705
GOTERM_BP_DIRECT	GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	3	3.79746835443038	0.027751995476304775	7057, 9314, 3164	74	68	19157	11.42110492845787	0.9999999999283923	0.5235035510302946	0.5146733706514705
