Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05200:Pathways in cancer	127	4.007573366992742	1.82324911850062E-14	SPI1, FGF1, ETS1, FGF2, CRKL, IGF1R, FGF5, FGF7, EDNRB, TFG, FGF9, AKT2, AKT3, EP300, PRKACB, PDGFRA, TPM3, PRKCB, WNT5A, MITF, RBX1, MSH2, COL4A1, COL4A4, AGTR1, TP53, CSF1R, EPAS1, PIK3R1, HIF1A, RASGRP1, CSF2RA, FOXO1, HSP90B1, PIK3R5, DVL2, PLCG1, RALGDS, SMAD2, FZD3, TGFB2, SMAD4, FZD5, FZD4, PTCH1, FZD6, FN1, IGF1, GNG12, BMP2, CXCL12, CDK6, LPAR6, GNAQ, CDK2, BCL2, MDM2, GNAS, CYCS, GRB2, FGF13, FGF12, FGFR1, CDKN1B, FASLG, LAMC1, PIK3CG, GLI2, CASP9, MECOM, ITGAV, RAC1, APPL1, NKX3-1, ARHGEF12, ITGA3, DCC, ITGA2, NCOA4, ARNT, TRAF2, FOS, AXIN2, TGFBR1, TGFBR2, PLCB4, PIK3CA, TRAF6, KIT, BIRC5, ITGA6, PLCB1, SOS1, MET, SOS2, CEBPA, RALA, HDAC2, RALB, ROCK1, PTGER2, PTGER3, GNAI3, XIAP, ADCY2, CBL, ADCY6, GNAI2, GNA13, MAPK9, NRAS, GNG2, E2F2, E2F3, EGLN1, TCF7L2, CDKN2B, EGLN3, STAT3, VEGFD, VEGFA, MAPK10, KITLG, RAD51, APC, CTNNB1, KRAS	1161	393	6879	1.9147155321485163	5.207390074701834E-12	5.214492478911774E-12	3.664730728186246E-12
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	78	2.461344272641212	9.7690715210656E-14	HPSE2, ITGB3, FASLG, FGF2, ELK1, PIK3CG, IGF1R, PPP1CB, PPP1CC, AKT2, AKT3, KDR, TIMP3, ITGAV, RAC1, PRKACB, PPP1R12A, ARHGEF12, PRKCB, ITGA2, WNT5A, GAB1, RRAS2, ANK2, FRS2, ANK3, TIAM1, MRAS, PIK3CA, CTTN, PPP1R12B, SOS1, MET, TLR4, TP53, SOS2, HBEGF, ROCK1, SDC2, ITPR1, ITPR2, PIK3R1, CBL, THBS1, HIF1A, PIK3R5, NRAS, PAK1, ERBB3, ERBB4, GPC1, FLNB, PLCG1, CAMK2G, EIF4B, TGFB2, FZD3, FZD5, FZD4, LUM, PTCH1, FZD6, RDX, STAT3, FN1, MSN, PTPN11, IGF1, ESR1, MAPK13, VEGFA, RPS6KB1, MDM2, PDCD4, CTNNB1, KRAS, GRB2, FGFR1	1161	200	6879	2.3107751937984498	2.794209308376594E-11	1.3969772275123809E-11	9.817916878670929E-12
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	85	2.6822341432628587	7.769250849015893E-11	ATF2, FASLG, ARRB2, FGF1, DUSP16, FGF2, ELK1, CRKL, FGF5, PPP3CA, RPS6KA3, FGF7, DUSP10, MECOM, FGF9, AKT2, AKT3, STMN1, MAP3K8, RAC1, PRKACB, MAP2K3, PDGFRA, DUSP5, MEF2C, DUSP1, PRKCB, CACNA2D1, RRAS2, TRAF2, FOS, DUSP8, TGFBR1, TGFBR2, CACNB2, IL1A, PPM1A, PPM1B, CACNB4, MRAS, MAPKAPK3, TRAF6, RASA1, IL1B, MAPKAPK2, RAPGEF2, SOS1, TP53, SOS2, SRF, NLK, CACNA1E, RASGRP1, STK3, CACNA1G, RAP1B, MAPK9, NRAS, PPP3R1, PAK1, PPP3R2, NTF3, FLNB, PAK2, MAP4K3, MAP4K4, MAP3K2, NTRK2, HSPA8, TGFB2, MAP3K1, BDNF, NFATC3, GNG12, MAPK13, MAPK10, TAOK1, NF1, KRAS, GRB2, TAB2, FGF13, MAP3K14, FGF12, FGFR1	1161	253	6879	1.9906343516050289	2.222006023622214E-8	7.406685809395151E-9	5.205398068840649E-9
KEGG_PATHWAY	hsa04014:Ras signaling pathway	78	2.461344272641212	1.2343018185994345E-10	CSF1, FASLG, FGF1, ETS1, FGF2, ELK1, PIK3CG, ETS2, IGF1R, FGF5, FGF7, SYNGAP1, FGF9, AKT2, AKT3, KDR, RAC1, PRKACB, PDGFRA, PLA2G12A, KSR1, PRKCB, GAB1, RRAS2, TIAM1, MRAS, PIK3CA, RASA1, KIT, RAPGEF5, SOS1, MET, SOS2, SHC4, CSF1R, RALA, RAB5B, RALB, RAB5C, PIK3R1, FOXO4, RASAL2, EFNA5, PLD1, RASGRP1, PIK3R5, RAP1B, MAPK9, NRAS, PAK1, GRIN2A, GNG2, PDGFD, ABL2, PLCG1, RALGDS, PAK2, PAK5, INSR, PTPN11, VEGFD, IGF1, GNG12, GRIN2B, VEGFA, EFNA1, MAPK10, AFDN, KITLG, NF1, KRAS, GRB2, TEK, RGL1, CALM1, FGF13, FGF12, FGFR1	1161	226	6879	2.044933799821637	3.5301023659783937E-8	8.825258002985957E-9	6.202366638462158E-9
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	71	2.2404544020195645	2.590306989450551E-9	DOCK4, CSF1, ITGB3, FGF1, FGF2, PIK3CG, IGF1R, CRKL, FGF5, FGF7, FGF9, AKT2, AKT3, KDR, RAC1, MAGI1, MAP2K3, PDGFRA, PRKCB, MAGI2, TIAM1, MRAS, PLCB4, PIK3CA, KIT, RAPGEF2, PRKD1, RAPGEF5, PLCB1, MET, RAPGEF6, RAPGEF4, PFN2, CSF1R, RALA, RALB, GNAI3, ADCY2, PIK3R1, EFNA5, THBS1, ADCY6, GNAI2, PIK3R5, RAP1B, NRAS, GRIN2A, CNR1, PDGFD, KRIT1, PLCG1, RALGDS, INSR, VEGFD, IGF1, GRIN2B, MAPK13, VEGFA, EFNA1, GNAO1, AFDN, KITLG, GNAQ, GNAS, CTNNB1, KRAS, TEK, CALM1, FGF13, FGF12, FGFR1	1161	210	6879	2.0032361264919403	7.408275196629788E-7	1.4816555979657153E-7	1.0413034097591216E-7
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	52	1.6408961817608079	1.467184954763456E-8	BMPR2, RIF1, BMI1, FGF2, PIK3CG, IGF1R, SOX2, ZIC3, AKT2, AKT3, JAK2, JARID2, JAK3, ACVR1, WNT5A, LIFR, PAX6, AXIN2, ISL1, PIK3CA, KAT6A, IL6ST, PIK3R1, ACVR1B, PIK3R5, NRAS, ACVR1C, DVL2, SMAD2, SMAD1, FZD3, SMAD4, FZD5, FZD4, PCGF5, FZD6, PCGF3, STAT3, IGF1, INHBA, ACVR2B, SMAD5, ACVR2A, MAPK13, BMP2, MEIS1, APC, CTNNB1, KRAS, GRB2, BMPR1B, FGFR1	1161	140	6879	2.2007382798080473	4.196140187651132E-6	6.993581617705806E-7	4.915069598457578E-7
KEGG_PATHWAY	hsa04915:Estrogen signaling pathway	40	1.2622278321236984	6.617387750000982E-8	SHC4, ATF2, GNAI3, ITPR1, ITPR2, ADCY2, PIK3R1, GRM1, PIK3CG, ADCY6, HSP90B1, GNAI2, PIK3R5, NRAS, AKT2, CREB3L1, AKT3, CREB3L2, PRKACB, KCNJ3, HSPA8, GABBR1, FOS, ESR1, GNAO1, PLCB4, CREB1, PIK3CA, SP1, GNAQ, GNAS, GRB2, KRAS, PLCB1, CALM1, SOS1, SOS2, HBEGF, FKBP5, CREB5	1161	99	6879	2.393965494740689	1.8925550497539412E-5	2.7036755664289724E-6	1.9001356253574248E-6
KEGG_PATHWAY	hsa04390:Hippo signaling pathway	53	1.6724518775639001	9.13204076613635E-8	YWHAE, PATJ, BMPR2, WWC1, PPP2R2A, LIMD1, FGF1, AMOT, GLI2, BBC3, SOX2, PPP1CB, PPP1CC, CCND2, PPP2R1A, RASSF6, BTRC, TEAD1, YWHAG, FBXW11, WNT5A, AXIN2, YWHAZ, TGFBR1, TGFBR2, LATS1, FRMD6, BIRC5, AJUBA, YAP1, STK3, PPP2CB, DVL2, TP53BP2, SMAD2, TCF7L2, WWTR1, SMAD1, TGFB2, FZD3, SMAD4, FZD5, FZD4, FZD6, MPP5, GDF6, MOB1B, BMP2, DLG2, APC, SNAI2, CTNNB1, BMPR1B	1161	151	6879	2.0796584355801975	2.6117296726524408E-5	3.1633156736189226E-6	2.223169406983928E-6
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	67	2.114231618807195	9.954489882017588E-8	NCKAP1, ITGB3, CHRM5, BRK1, WASL, FGF1, FGF2, PIK3CG, MYLK, CRKL, FGF5, PPP1CB, PPP1CC, FGF7, FGF9, CFL2, CFL1, ITGB8, ITGAV, RAC1, VAV3, PDGFRA, PPP1R12A, ARHGEF12, ITGA3, ITGA2, RRAS2, VAV2, ENAH, TIAM1, MRAS, PIK3CA, ITGA6, ARHGEF7, PPP1R12B, SOS1, DOCK1, SOS2, VCL, PFN2, ROCK1, PIK3R1, PIK3R5, GNA13, NRAS, PAK1, SCIN, PDGFD, PIP5K1B, WASF2, PAK2, PAK5, RDX, FN1, MSN, GNG12, SSH2, PIKFYVE, DIAPH2, DIAPH3, ABI2, APC, ITGA10, KRAS, FGF13, FGF12, FGFR1	1161	210	6879	1.890377753168451	2.8469437202693904E-5	3.1633156736189226E-6	2.223169406983928E-6
KEGG_PATHWAY	hsa05210:Colorectal cancer	29	0.9151151782896814	1.6527434950139636E-7	PIK3R1, PIK3CG, PIK3R5, CASP9, MAPK9, AKT2, AKT3, RAC1, RALGDS, APPL1, SMAD2, TCF7L2, TGFB2, SMAD4, DCC, FOS, AXIN2, TGFBR1, TGFBR2, MAPK10, APC, MSH2, PIK3CA, BCL2, BIRC5, CTNNB1, CYCS, KRAS, TP53	1161	62	6879	2.7714011836292407	4.726735073801169E-5	4.726846395739936E-6	3.322014424978067E-6
